role,location,title,company,description,created
business analyst,Bangalore,Business Analyst,Affine,"We are looking for a detail-oriented Business Analyst with expertise in Tableau, statistics, SQL, and Excel. The role involves data analysis, creating interactive dashboards, and providing actionable insights to support business decisions and improve operations. Key Responsibilities: Data Analysis &",2025-02-08T13:35:07Z
business analyst,Bangalore,Business Analyst,GreedyGame,"About Us: GreedyGame is looking for a Business Analyst to join its clan. We are looking to get an enthusiastic Business Analyst who likes to play with Data. You'll be building insights from Data, creating analytical dashboard and monitoring KPI values. Also you will coordinate with teams working on ",2022-04-13T05:20:02Z
business analyst,Bangalore,Business Analyst,Multi Recruit,"Work with stakeholders across the business to ensure that user stories are clearly defined, delivered, and approved for deployment Translate business requirements into detailed system requirements and technical design specifications Investigate, model, define and document required business processes",2022-01-30T04:34:28Z
business analyst,Bangalore,Business Analyst,Kiash Solutions LLP,"JD - You will be working closely with a dynamic regional feature team supporting financial regulatory reporting to Asian local regulators. Key stakeholders include F inance, Risk, Operational teams, other IT feature teams, IT architecture and Infrastructure teams. As an AXIOM Consultant, your respon",2025-07-29T17:05:51Z
business analyst,Bangalore,Business Analyst,Livspace,"As a Business Analyst, you will work closely with Product, Sales and Finance to improve operations health. Develop metrics and reports that can be used to drive data driven decisions. Define operations problems and identify right metrics, lead and lag indicators and provide actionable insights. Part",2025-07-20T07:58:46Z
business analyst,Bangalore,Business Analyst,B-Informative IT Services Pvt. Ltd,"Job description: Business Analyst Key Responsibilities Business Deeply understand business goals and strategies, as well as operational context and processes Gather, analyze, document, and validate the needs of business stakeholders. Document business user requirements Write user stories, manage scr",2025-07-11T22:53:06Z
business analyst,Bangalore,Business Analyst,TIGI HR Solution Pvt. Ltd.,"Role Name: System Analyst/ Business Analyst Experience: 6-10 years in the Banking Domain as a Banker / Digital Product management Salary: up to 25 LPA Location: Bangalore Preferred Skills / Experience • Banking Domain experience – Retail Banking, Payments • Business Analysis and Functional consultin",2025-06-25T05:06:27Z
business analyst,Bangalore,Business Analyst,Ally Software LLP,"Role : Business Analyst Experience : Fresher / 1-3year Please see the job description below : - Gathering requirements, creating workflows and technical documentation - Operations and coordinating with multiple clients - Collect, clean, analyze and interpret complex data. - Prepare reports for all t",2021-03-14T04:28:32Z
business analyst,Bangalore,Business Analyst,Moneyview,"Exp: 1 to 4 years Business analysts/risk analysts preferably from financial services, large banks/MNCs. Strong background in business analysis (consumer/business strategy, financial products, pricing, etc.) Demonstrated problem solving abilities and first principles based thinking Ability to identif",2025-07-20T07:59:27Z
business analyst,Bangalore,Business Analyst,Qrata,"Responsibilities: What are we looking for: ● 2 years working across the domain as an analyst in a Tech company or in fintech startup ● Expertise working with large data sets and prior working knowledge of Excel, R, QlikView, MySQL, Python etc ● Excellent communication and organization skills. Can wo",2024-01-07T15:08:18Z
business analyst,Bangalore,Business Analyst,Takeda Pharmaceuticals,"By clicking the ""Apply"" button, I understand that my employment application process with Takeda will commence and that the information I provide in my application will be processed in line with Takeda's Privacy Notice and Terms of Use . I further attest that all information I submit in my employment",2025-07-04T02:20:59Z
business analyst,Bangalore,Business Analyst,Kapture CX,"- 3 years of Business Analyst experience preferably in Saas, customer experience or customer service domain. - High attention to details and have proven ability to manage multiple, competing priorities simultaneously - Experience with hands-on day-to-day problem solving, implementing quick and effec",2023-05-27T15:52:20Z
business analyst,Bangalore,Business Analyst,Ascendion,"Ascendion is looking to hire a Business Analyst who has experience working with Insurance or claims domain Job Description: Experience with SDLC Writing user stories & business use cases Strong verbal/written communication Sprint participation (backlog grooming, demo readiness) Domain knowledge (cla",2025-07-20T07:58:49Z
business analyst,Bangalore,Business Analyst,Clinchcloud Solutions,"We are a fast-growing IT company delivering innovative digital solutions and IT consulting services. We empower startups and enterprises by combining cutting-edge technologies with business insight. As part of our growth, we’re inviting aspiring professionals to work on live projects and gain practi",2025-04-14T23:17:55Z
business analyst,Bangalore,Business Analyst,Dataweave Pvt Ltd,"Business Analyst Job Description About Us DataWeave is a Data Platform which aggregates publicly available data from disparate sources and makes it available in the right format to enable companies take strategic decisions using trans-firewall Analytics. It's hard to tell what we love more, problems",2020-04-01T19:50:19Z
business analyst,Bangalore,Business Analyst,slice,"About the team The analytics team at slice plays a critical role in all the decisions both small and big. As a Business Analyst you will be charged with solving various problems in the company using data. Your job doesn't end at finding insights and giving recommendations, you are also responsible f",2025-08-01T10:30:50Z
business analyst,Bangalore,Business Analyst,Promilo,Designation: business analyst Company name - promilo.com (sawara solutions pvt ltd) Experience – 2 - 8 yrs. Location: Bangalore Mode – full time / work from office About us: Promilo is India’s 1st innovative platform which “pay to browse” It is a b2b SaaS start-up that enables to accelerate the busi,2023-06-17T16:36:28Z
business analyst,Bangalore,Business Analyst,GCOO,"- Deliver and ensure the business requirements are captured well and documented well in form of BRD or FSD and are updated in JIRA. - Should be able to engage with product owner and user community to analyze the requirement , slice it , agree on the acceptance criteria with the PO and users - Provid",2024-09-23T18:06:44Z
business analyst,Bangalore,Business Analyst,Cognizant,Job summary We are seeking a skilled Business Analyst with 6 to 8 years of experience to join our team in a hybrid work model. The ideal candidate will have expertise in lead generation and nurturing campaigns. This role involves analyzing business needs developing strategies and ensuring the succes,2025-07-17T10:37:41Z
business analyst,Bangalore,Business Analyst,Accion Labs,"BA JD: Duties and Responsibilities: Understanding of business analysis and requirement elicitation techniques (JAD session, Workshops, etc) Experience of working on Projects, as well as production support experience Develop an in-depth understanding of customer requirements to create business requir",2021-11-28T01:55:32Z
business analyst,Bangalore,Business Analyst,BMW TechWorks India,Role Business Analyst Visit our website bmwtechworks.in to know more. Follow us on LinkedIn I Instagram I Facebook I X for the exciting updates. What awaits you/ Job Profile Collaborate with stakeholders to understand business needs and document functional and non-functional requirements. Act as the,2025-05-11T01:47:09Z
business analyst,Bangalore,Business Analyst,Novo Nordisk,Novo Nordisk Global Business Services ( GBS) India Department - Commercial Analytics Are you a data-driven problem solver? Do you have a knack for translating complex business needs into actionable insights? We are looking for a Business Analyst to join our dynamic team in Bangalore. If you are read,2025-07-29T11:32:47Z
business analyst,Mumbai,Business Analyst,WEQ Technologies,"Job Description Business Analyst Location: Marol, Andheri East, Mumbai Employment Type: Full-Time Industry: IT Services & Solutions Company Overview WEQ Technologies Pvt. Ltd. is a fast-growing software company delivering impactful and scalable solutions in web development, product engineering, digi",2025-07-25T10:23:57Z
business analyst,Mumbai,Business Analyst,Yubi Group,"Yubi, formerly known as CredAvenue, is redefining the global debt market, and we want you to be a part of our epic growth story. Here's a glimpse of what we're all about. Yubi Group is the world’s only technology company powering the end-to-end debt lifecycle. Our mission is to deepen the debt marke",2025-07-27T06:59:36Z
business analyst,Mumbai,Business Analyst,Kezan consulting,"Role: Business Analyst Exp: 5 years Location: Mumbai Budget: 10 lpa NP: ASAP Industry criteria: Manufacturing Keywords: Role will require expertise in Data warehousing, Databricks, Pyspark, ETL tool, data analysis & reporting Job Description and expectations from the role: Collaborate with BA’s to t",2025-06-06T20:46:08Z
business analyst,Mumbai,Business Analyst,Telamon HR Solutions,"About the Company: Telamon HR Solutions is a leading staffing and recruiting company in India. We specialize in providing comprehensive HR solutions to our clients, helping them find the right talent for their business needs. Job Title: Business Analyst to MD Roles and Responsibilities: Support the ",2025-06-06T20:45:53Z
business analyst,Mumbai,Business Analyst,Zyvka,Position Name- Business Analyst Department- Product Payments Number of Positions- 2 Location- Mumbai Vikhroli Highest Educational Qualification Industry- Fintech Graduate – Graduate in IT / MCA/ and/ or professional certification Area of Expertise/ Key Role & responsibilities • Capturing product req,2025-06-06T20:49:49Z
business analyst,Mumbai,Business Analyst,NEC Software Solutions ,"Job Description Requisites Education: Graduate Relevant Experience (years): upto 6 years Industry / Technology background: No specific domain, however preferred as HR and Payroll Processing Location: Mumbai Working Hours: As per NEC policy Role Summary: Act as a liaison between UK business stakehold",2025-07-22T04:13:14Z
business analyst,Mumbai,Business Analyst,Yubi Group,"About us : Yubi, formerly known as CredAvenue, is redefining the global debt market, and we want you to be a part of our epic growth story. Here's a glimpse of what we're all about. Yubi Group is the world’s only technology company powering the end-to-end debt lifecycle. Our mission is to deepen the",2025-07-27T06:59:36Z
business analyst,Mumbai,Business Analyst,Mithra Global,"Business Analyst responsibilities are:  A business analyst serves as a liaison between developers and users, clients, management and IT.  Using IT resources at an advanced level to create IT solutions, enabling organiastion meet their goals  Understanding data formats and translating them to usef",2022-11-22T05:54:55Z
business analyst,Mumbai,Business Analysts,Money Honey Financial Services Private Limited,"Job brief We are looking for a Business Analyst to help us to build our online-only investment platform, which will enable investors to easily invest in mutual funds from leading fund houses in India, corporate fixed deposits, and various other investment products. Another important activity where B",2024-06-28T10:26:34Z
business analyst,Mumbai,Business Analyst,INTINERI INFOSOL PRIVATE LIMITED,"Are you a seasoned Business Analyst with 4 years of experience in Life & Health Insurance-especially in claims processing? We're looking for someone with deep knowledge of insurance product config, fraud analytics, and an understanding of ICD, PCS, CPT codes. Qualifications and Skills: Bachelors deg",2025-07-22T01:21:16Z
business analyst,Mumbai,Business Analyst,IKS Health,"Description Key Responsibilities: Highly visible and hands-on role as a Product Owner Acts as the primary Product Owner for IKS technology products Serves as the intersection between operations, solutions, technology development, and user experience Guides the design, development, and implementation",2025-07-30T17:10:05Z
business analyst,Mumbai,Business Analyst,Solytics Partners,"Job Title: Business Analyst - SME Experience: 4 to 8 years of experience Location & Timings: Kanjurmarg, Mumbai - work from office Education Qualification: Bachelor’s/ Master’s degree in engineering, statistics, computer science and related fields. Job Descriptions: The role of a Functional Business",2025-07-14T09:35:44Z
business analyst,Mumbai,Business Analyst,Zerozilla infotech,Role : Business Analyst Exp : 2 to 5 Years Location: Mumbai Mode of work : WFO(5 days) Notice Period: 0 to 15 days Mandatory Key skills: Product Management • Requirement Elicitation • Gap Analysis • Stakeholder Management • Product Design • Agile Methodology • SDLC • Wireframing • Team Management • ,2025-07-03T20:36:56Z
business analyst,Mumbai,Business Analyst.,Andesoft Consulting,Role: Business Analyst. Job type: Full time Role type: Technical/Operations. Location: Mumbai Functional Area: Web and app development specializing in CRM and Sales Force Automation IT solutions. About the role: We are looking for a Business Analyst who will be responsible of complete development cy,2021-03-13T04:37:03Z
business analyst,Mumbai,Business Analyst,UpSolve Solutions LLP,"Company Description UpSolve is a Gen AI and Vision AI startup that helps businesses solve their problems by building custom solutions that drive strategic business decisions. Whether your business is facing time constraints or a lack of resources, UpSolve can help. We build enterprise grade AI solut",2024-03-07T15:29:34Z
business analyst,Mumbai,Business Analyst,iThink Logistics,If you can put one leg into the analogue world and another leg into the digital world to quickly translate business objectives into technical recruitment into software screens If you think the computer screen is the world that you really want to make an impact on it is more significant than life. Th,2022-11-03T05:49:18Z
business analyst,Mumbai,Business Analyst,PIPEx,"We are seeking an experienced Business Analyst to join our IT team. The successful candidate will be responsible for analysing business needs and developing solutions to meet those needs. The ideal candidate will have strong analytical skills, excellent communication abilities, and a passion for und",2025-07-31T17:13:41Z
business analyst,Mumbai,Business Analyst,Money Honey Financial Services,"Evaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions 2. Identify opportunities for process improvements to understand their needs gather detailed business requirements and contribute to ongoing optimization efforts 3. U",2025-07-23T02:40:25Z
business analyst,Mumbai,Business Analyst,Priceline,"This role is eligible for our five day flex office work model. Business Analyst From accounting and financial planning to risk/fraud analysis and payments, our Finance team ensures not only our company’s financial security, but also that our customers can buy from us with confidence. Why This Job’s ",2025-07-30T08:45:00Z
business analyst,Mumbai,Business Analyst,Liberty Mutual,"This position uses business and technical knowledge to participate in the re-engineering of business operations to improve business results. The Business Analyst evaluates business requirements or system requirements, analyzes and documents business problems of moderate complexity, performs user acc",2025-03-12T00:12:06Z
business analyst,Mumbai,Business Analyst,Lagozon Technology,"Role Overview: We are looking for a Business Analyst (BA) with a strong background/ understanding of the Automobile industry to join our team for one of our Client. The ideal candidate will have expertise in understanding, analysing, and enhancing business processes, specifically related to Automobi",2025-07-31T17:14:22Z
business analyst,Mumbai,Business Analyst,Liberty Mutual,"This position uses business and technical knowledge to participate in the re-engineering of business operations to improve business results. The Business Analyst evaluates business requirements or system requirements, analyzes and documents business problems of moderate complexity, performs user acc",2024-02-23T15:09:27Z
business analyst,Mumbai,Business Analyst,Skyleaf Consultants,"Business Intelligence Analyst Role Description: Ability to drive analysis while leveraging knowledge of digital data and tools, to provide insights Consulting and helping data customers within the organization to identify next steps within their areas and action on it. Identifying insights from the ",2019-12-06T11:23:45Z
business analyst,Mumbai,Business Analyst,Gieom Business Solutions Pvt Ltd,"Job Requirement – Looking for fresh MBA`s interested to work in technology company in the banking and financial services segment. About Us – Gieom Business Solutions. www.gieom.com Founded in 2012, Gieom is a leading provider of Generative AI-powered RegTech solutions, focused on enhancing operation",2025-06-07T05:04:47Z
business analyst,Mumbai,Business Analyst,RIIVIPL RIIV India,"Business Unit: Global Operations Reporting To: Director, Global Fund Services Shift: EMEA (1:30 pm - 10:30 pm IST) (India) About Russell Investments, Mumbai: Russell Investments is a leading outsourced financial partner and global investment solutions firm providing a wide range of investment capabi",2025-07-23T02:38:48Z
business analyst,Mumbai,Business Analyst,Anarock Technology,"At Anarock Tech, we are building a modern technology platform with automated analytics and reporting tools . This offers timely solutions to our real estate clients while delivering financially favourable and efficient results. If it excites you to - drive innovation, create industry-first solutions",2024-12-30T12:10:23Z
business analyst,Mumbai,Business Analyst,Sanguine Global,Responsibilities: ● Ability to do exploratory analysis: Fetch data from systems and analyze trends. ● Developing customer segmentation models to improve the efficiency of marketing and product campaigns. ● Establishing mechanisms for cross functional teams to consume customer insights to improve eng,2024-12-30T12:10:29Z
business analyst,Mumbai,Business Analyst,,"Well versed with business knowledge in Capital Market domain specifically related to trading, clearing and settlement in equities, currencies, commodities both for cash and derivatives markets Will be responsible for understanding and analysing the requirements raised by the client Responsible for g",2024-05-10T07:39:12Z
business analyst,Mumbai,Business Analyst,ODeX India solutions private limited,• Co-ordinate with Multiple stakeholders for requirement gathering for software development projects. Also provide valuable inputs for the same. • Documentation of the requirement gathering and specifications. Ensuring document signoffs from relevant stakeholders. • Creation of project plan in conju,2019-05-24T22:10:56Z
business analyst,Mumbai,Business Analyst,Weverse Digital technologies Private Limited,"Lead the end-to-end product lifecycle, from conceptualization to delivery, for next-gen AI solutions on our codeless platform Collaborate closely with cross-functional teams, including engineering, design, and marketing, to define product requirements and roadmap. Conduct market research and analysi",2024-06-01T07:11:13Z
business analyst,Mumbai,Business Analyst,CRMnext,"Dear Aspirants, We are Looking for professionals who have an analytical perspective, have worked on enterprise-level projects, and always seek to exceed customer expectations. In case, you find the company profile and JD matching your aspirations and your profile matches the required Skill and quali",2020-12-10T03:38:36Z
business analyst,Mumbai,Business Analyst,upGrad,"Role and Responsibilities The job will include the following responsibilities: ● Design world-class online learning experience by leading the program design through user research, market benchmarking, gap analysis and recommending suitable design to improve learner experience and learning outcomes. ",2022-03-23T05:11:52Z
business analyst,Mumbai,Business Analyst,Seven N Half,"Evaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions. - Leading ongoing reviews of business processes and developing optimization strategies - Exposure to at least three of our major business segments (Electronics, Trav",2022-09-22T07:04:02Z
business analyst,Mumbai,Business Analyst,Catalyst IQ,Responsibilities: ● Ability to do exploratory analysis: Fetch data from systems and analyze trends. ● Developing customer segmentation models to improve the efficiency of marketing and product campaigns. ● Establishing mechanisms for cross functional teams to consume customer insights to improve eng,2021-07-17T22:45:42Z
business analyst,Mumbai,Business Analyst,Growisto,"About Us: We are a group of techies, data analysts, digital marketers, and operations professionals who have come together to provide next-generation e-commerce solutions. We help brands & private labels to grow their businesses on platforms such as Amazon and their own website. We love brainstormin",2021-10-22T05:05:11Z
business analyst,Mumbai,Business Analyst,IKS Health,"Description Hi, Key Responsibilities:  Proactively interacts with multiple internal/external stakeholders on a daily, weekly and monthly basis for requirements and support required  Analyse data and reports from various sources and provide actionable insights and suggestions  Responsible to gener",2025-07-05T20:45:22Z
business analyst,Mumbai,Business Analyst,Priceline,"This role is eligible for our hybrid work model: Two days in-office. We’re a data-driven organization, which makes our Analytics and Data Science teams the brains of our operation. On the cutting edge of customer and business analytics, they make sure all our decisions and innovations are based on t",2025-07-12T02:43:47Z
business analyst,Mumbai,Business Analyst,Schbang,"You will be responsible for: Collaborating with various departments and stakeholders in the company to understand the current business scenario, challenges and analytical requirements Gathering information for business intelligence projects, analysing the same to find any trends/ loopholes that migh",2025-07-14T09:36:29Z
business analyst,Mumbai,Business Analyst,Homeville Group,The Position We are looking for a dynamic individual to join our team who will work on critical projects of the company. This person will work closely with the senior management team and fuel internal and external processes and initiatives to drive company-wide impact. Ideal candidate will be passio,2025-07-20T07:59:29Z
business analyst,Mumbai,Business Analyst,Talent Corner HR Services Pvt Ltd,The Position We are looking for a dynamic individual to join our team who will work on critical projects of the company. This person will work closely with the senior management team and fuel internal and external processes and initiatives to drive company-wide impact. Ideal candidate will be passio,2025-08-01T10:29:53Z
business analyst,Mumbai,Business Analyst,Transasia Bio-Medicals Ltd.,"The ideal candidate is a team player who will be responsible for working with company data in various business areas. Specific responsibilities include reporting metrics, analyzing methodologies, suggesting operation improvements, and building proposal evaluations in a cross-functional environment. ",2025-08-01T10:29:54Z
business analyst,Mumbai,Technical Business Analyst,Intuitive Apps,"Hi to all Tech Enthusiasts out there , We are hiring for a reputed IT client of ours for the below positions : Experience: 2 to 15 Years Designation : Technical Business Analyst Notice Period : 15 to 30 Days Location : Mumbai & Chennai Candidate should be from Banking Background. Job Description for",2025-06-06T20:42:24Z
business analyst,Mumbai,Senior Business Analyst,Yubi Group,"Yubi, formerly known as CredAvenue, is redefining the global debt market, and we want you to be a part of our epic growth story. Here's a glimpse of what we're all about. Yubi Group is the world’s only technology company powering the end-to-end debt lifecycle. Our mission is to deepen the debt marke",2025-07-27T06:59:37Z
business analyst,Mumbai,Agile Business Analyst,Green clover, Solid experience as an Agile Business Analyst within a business working on digital and/or web product development  Demonstrable experience performing at a high level in an agile development team  Understands the process for developing an initial set of Stories (Epics) from a Business Case or in ,2025-06-06T20:42:24Z
business analyst,Mumbai,Lead Business Analyst,Dure Technologies,"Company Overview: Dure Technologies is a multinational technology enterprise with offices in Switzerland and India. It specializes in providing innovative technology products and solutions for the public health and social development sectors. The company works with United Nations organizations, nati",2025-06-06T20:45:34Z
business analyst,Mumbai,Business Analyst - Vertoz,Vertoz,"What we want: As a Business Analyst, you will play a crucial role in supporting the founder and the executive team in driving strategic initiatives, managing cross-functional projects, and ensuring smooth operations across the organization. This role is a unique opportunity to work closely with the ",2025-06-14T01:52:40Z
business analyst,Mumbai,Technical Business Analyst,Zigsaw,Collect understand and transmit business requirements and translate these into functional/Technical specifications. Hands on business/technical documents preparation. Suggest changes using analytics to support recommendations and actively participate in the implementation of approved changes. Analyz,2025-06-06T20:46:17Z
business analyst,Mumbai,Senior Business Analyst,Brainhunter Recruiting,"Company Overview Brainhunter Recruiting Pvt Ltd stands at the forefront of recruiting excellence with over 17 years of experience. We specialize in delivering quality IT and Non-IT talent to high-growth industries, holding a Preferred Vendor status with over 100 prestigious firms. Our focus areas in",2025-07-29T17:09:19Z
business analyst,Mumbai,RPA - Business Analyst,Wissen Technology,"The RPA Business Analyst will play a key role in analysing banking processes to identify opportunities for automation and optimization using Robotic Process Automation (RPA) tools. With experience in the banking domain, the candidate will collaborate with stakeholders, gather requirements, document ",2025-05-23T06:51:58Z
business analyst,Mumbai,Business Analyst - Finance,PIPEx,"Job Title : Business Analyst - Finance Location : CHARNI ROAD Employment Type : Full-Time Job Overview We are seeking a highly motivated and detail-oriented Business Analyst - Finance to join our team. The ideal candidate will bridge the gap between finance and technology, ensuring business needs ar",2025-04-18T01:51:03Z
business analyst,Mumbai,Senior Business Analyst,Straive,"Job Title: Senior Business Analyst About Straive: Straive (earlier known as SPi Global) is a market leading content solutions company providing content creation services, course design, data operations and platform-based technology solutions. Ed-Tech, Data Solutions, Research and Education Content S",2025-07-14T09:35:39Z
business analyst,Mumbai,RPA Business Analyst,Intineri Infosol,Key Responsibilities: Travel to manufacturing plants to observe processes and identify RPA opportunities Collaborate directly with Plant VPs and Directors to understand business needs Conduct feasibility analysis and create detailed process documentation Translate business requirements into function,2025-07-29T17:08:31Z
business analyst,Mumbai,Business Analyst - SEO,PIPEx,"Job Title : Business Analyst - SEO Location : CHARNI ROAD Employment Type : Full-Time Job Overview We are looking for a highly skilled and data-driven Business Analyst - SEO to join our digital marketing team. In this role, you will analyze website performance, develop data-backed SEO strategies, an",2025-04-17T01:57:14Z
business analyst,Mumbai,Technical Business Analyst,‎ConnectWise,"ConnectWise is an industry and Global leading software company with over 3,000 colleagues in North America, EMEA and APAC. As a community-driven software company dedicated to the success of technology solution providers, our suite helps over 45,000 of our partners manage their businesses better, sel",2025-07-30T17:10:54Z
business analyst,Mumbai,Business Analyst - CRM,Cedar Management Consulting International,"Role: Business Analyst | CRM Function: Management Consulting Location: Mumbai (Onsite travel) About Cedar: Cedar Management Consulting International ( www.cedar-consulting.com ) is a global boutique management and technology consulting firm with offices globally. Since 1985, Cedar's teams have been ",2025-07-26T08:46:10Z
business analyst,Mumbai,Senior - Business Analyst,BSR & Co,"Description About KPMG in India KPMG entities in India are professional services firm(s). These Indian member firms are affiliated with KPMG International Limited. KPMG was established in India in August 1993. Our professionals leverage the global network of firms, and are conversant with local laws",2025-07-02T20:24:17Z
business analyst,Mumbai,Majesco Business Analyst,LTIMindtree,Business Systems Analyst IIIII with Majesco experience We are seeking a Business Systems Analyst IIIII to join our team primarily responsible for Production Support within the Enterprise Applications domain This role involves supporting and maintaining critical applications used for account and subm,2025-05-09T09:09:57Z
business analyst,Mumbai,Junior Business Analyst,Axs Solutions And Consulting,"Designation - Junior Business Analyst Years of Experience - 1 - 2 Years Job Location: Mumbai - Chembur West Roles and Responsibilities: As part of the AXS Solutions team, your primary role would be to collaborate with stakeholders to elicit, document, and analyze business requirements. Conduct thoro",2025-04-24T01:51:14Z
business analyst,Mumbai,Business Analyst Lead,Liberty Mutual,"This position uses business and technical knowledge to participate in the re-engineering of business operations to improve business results. The Business Analyst evaluates business requirements or system requirements, analyzes and documents business problems of moderate complexity, performs user acc",2024-04-24T15:30:25Z
business analyst,Mumbai,Consultant - Business Analyst,BSR & Co,"Description About KPMG in India KPMG entities in India are professional services firm(s). These Indian member firms are affiliated with KPMG International Limited. KPMG was established in India in August 1993. Our professionals leverage the global network of firms, and are conversant with local laws",2025-05-04T01:50:53Z
software engineer,Delhi,Software Engineer,Zigsaw,"We are recruiting a Software Engineer to work closely with the Product Manager , Engineering team and the clients mostly in the US & UK. You should be an ace programmer with at least 4 to 5 years of experience as a full-stack programmer using React Essential experience and skills : 4-5 years’ experi",2025-06-06T20:42:50Z
software engineer,Delhi,Software Engineer,google,Alpha beta gamma Alpha beta gamma Alpha beta gamma Alpha beta gamma Alpha beta gamma Alpha beta gamma Alpha beta gamma Alpha beta gamma ﻿ Alpha beta gamma,2025-06-06T20:42:27Z
software engineer,Delhi,Software Engineer,manpower india,"Software Engineer (C#.net core with Angular 6 and above) , 4 -8 years of experience Candidates shortlisted in machine test will have to fill the Job Application Form shared by us & go for final interview round with Software Department Head Skills:- .NET, ASP.NET, C# and Angular (2)",2021-08-28T01:20:53Z
software engineer,Delhi,Software Engineer,Metabook Technologies Private Limited,"Responsibilities Design, implementation and delivery of solutions. Solving new problems and address any issues regarding the architecture and performance. Focused on understanding customer needs and anticipate the changing business and technology landscape. Collaborate with teams from various vertic",2023-06-24T17:15:52Z
software engineer,Delhi,Software Engineers!,Bizcrum ,Role: A Rock Solid Software Engineer. Approach towards work is important than experience.Tremendous opportunity to build for scale since we are at a cusp of growth and in the process of building strong foundational Engineering team ShoeKonnect – a fast growing (100X in last 6 months) and well-funded,2019-06-05T21:12:05Z
software engineer,Delhi,software engineer,CodesCastle Software Pvt Ltd,"There are various job roles within software development, each with its own focus and responsibilities. Some common job roles include: 1. Software Engineer/Developer: This role involves designing, developing, and testing software applications or systems. 2. Front-end Developer: Front-end developers f",2024-04-27T18:25:05Z
software engineer,Delhi,Software Engineer,Jobdost,"Position : Senior Software Engineer Location : Gurgaon ( WFH untill Pandamic ) You'll be responsible for developing web applications for managing various working aspects of e-commerce, warehousing & supply chain systems. Your primary focus will be the development of server-side logic and client-side",2021-08-25T23:06:01Z
software engineer,Delhi,Software Engineer,Jobdost,"We are seeking a highly motivated Software Development Engineer with expertise in building scalable, extensible and user-friendly web applications. You will work with a fast paced Product Engineering team to build efficient and reusable web applications for mobile and fixed devices. What you’ll do: ",2023-10-02T13:22:26Z
software engineer,Delhi,Software Engineer,Culture Holidays India Pvt Ltd,Job Responsibilities .Net framework C# SQL Server HTML CSS jQuery Javascript API web integration Mobile Application experience will be an added advantage Required Candidate Profile Candidate needs to have good communication skills Ready to learn new technologies Candidates need to have good analytic,2023-07-14T14:02:09Z
software engineer,Delhi,Software Engineer,RC3,"Java developer roles will vary greatly depending on companies and job positions. Here are some typical roles and responsibilities of java developers: Contribute to all stages of software development lifecycle Design, implement and maintain Java-based applications that can be high-volume and low-late",2024-07-31T03:07:20Z
software engineer,Delhi,Software Engineer,Convosight,"What if, you had a chance to build something iconic? At Convosight, we are on a mission - to help community builders become community entrepreneurs. We are building a first of it's kind community management platform for community builders who are looking to build, grow, engage and monetize their onl",2021-02-07T03:57:37Z
software engineer,Delhi,Software Engineer,Credflow,Key Responsibilities Build and create Credflow Product - Do development on our tech Stack Understand requirements from the product manager and sometimes talk to customers to understand the exact requirement and develop insights. Maintain the product and optimize over time for performance Identify ne,2021-02-07T03:57:36Z
software engineer,Delhi,Software Engineer,Etaash Consultants,"Teleperformance India is a leading provider of Digital Integrated Business Services and Transformation Solutions for clients from around the world, representing all industry types. Teleperformance delivers proven solutions for optimizing processes, delivering exceptional customer experiences, and en",2021-07-30T22:01:55Z
software engineer,Delhi,Software Engineer,Culture Holidays India Pvt Ltd,"Job Responsibilities 1. Demonstrated knowledge of mobile technologies, such as HTML, CSS and jQuery 2. Experience in .NET Framework 3. Programming language C# and SQL Database 4. Knowledge of MVC will be an added advantage 5. 2 years’ experience in mobile and software development/freshers can also a",2023-04-20T10:23:49Z
software engineer,Delhi,Software Engineer,MERNPLUS Technologies LLP,Job Tittel: BI Engineer Contract - 3  Yrs Location - Remote Exp - 3-4yrs Job Description: We are seeking a highly skilled and experienced BI Engineer for AWS to join our team and play a crucial role in designing and implementing data analytics solutions on the Amazon Web Services (AWS) platform. The,2025-01-27T18:17:18Z
software engineer,Delhi,Software Engineer,Appamplify,What we are looking for: Good Knowledge of any programming language Preferred adequate coding skill in Python / Java /PHP Strong hold in Data structure and Algorithm Should understand Mobile technologies Good to have : Good in Analytical thinking Strong aptitude and a good attitude. The ability to l,2021-01-21T03:47:12Z
software engineer,Delhi,Software Engineer,Procol,"We're a team of ex-Google, Zomato, OYO engineers and product folks who've worked at high-impact, growth companies and believe that we're on the journey of building one. Join us Responsibilities - • You’ll bring new ideas to the table, implement them into features, and collaborate with the product an",2019-05-17T21:02:39Z
software engineer,Delhi,Software Engineer,LimeTray,"REQUIREMENTS Minimum 2-year work experience in building, managing and maintaining Java backend applications B.Tech/BE in CS from Tier 1/2 Institutes Strong Understanding of Algorithms & Data structures Strong proficiency with Java, Spring/Spring-Boot Good experience in MySQL and No SQL technologies ",2019-06-05T21:12:08Z
software engineer,Delhi,Software Engineer,Metaweb Technologies,"Metaweb Technologies Pvt. Ltd. is a fully specialized service provider in the field of website, software and mobile application designing. The organization offers services for corporate businesses or individual entities who desire to outsource their website and software development requirements. The",2019-06-05T21:12:27Z
